Collection in Repository,Collection Number,Location in Collection,Object,Container Type,MastersName,Usage Rights,Date created,Date modified,Object number,AccessName,AccessFilePath,AccessFileSize,AccessSizeNum,MasterFilePath,MasterFileSize,MasterSizeNum
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 2. Financial and Legal Materials, 1928-1949.","Folder 44: Financial and legal materials, 1948: Scan 38",folder,03823_0044_0038.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,2108,2332.jp2,Content/03823/image/2332.jp2,5105961 Bytes,5105961,bucket\03823_nccic\03823_0044\03823_0044_0038.tif,13835522 Bytes,13835522
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 48: Conference material, 1933-1949 and undated: Scan 134",folder,03823_0048_0134.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,2109,2440.jp2,Content/03823/image/2440.jp2,3760466 Bytes,3760466,bucket\03823_nccic\03823_0048\03823_0048_0134.tif,14343722 Bytes,14343722
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 2. Financial and Legal Materials, 1928-1949.","Folder 40: Financial and legal materials, 1948: Scan 10",folder,03823_0040_0010.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,2110,2459.jp2,Content/03823/image/2459.jp2,4452648 Bytes,4452648,bucket\03823_nccic\03823_0040\03823_0040_0010.tif,18141270 Bytes,18141270
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 2. Financial and Legal Materials, 1928-1949.","Folder 47: Financial and legal materials, 1949: Scan 8",folder,03823_0047_0008.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,2111,2357.jp2,Content/03823/image/2357.jp2,7096030 Bytes,7096030,bucket\03823_nccic\03823_0047\03823_0047_0008.tif,16016109 Bytes,16016109
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 48: Conference material, 1933-1949 and undated: Scan 68",folder,03823_0048_0068.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,2112,2171.jp2,Content/03823/image/2171.jp2,3055370 Bytes,3055370,bucket\03823_nccic\03823_0048\03823_0048_0068.tif,12172972 Bytes,12172972
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 49: Conference material, 1933-1949 and undated: Scan 55",folder,03823_0049_0055.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,2113,2313.jp2,Content/03823/image/2313.jp2,10895503 Bytes,10895503,bucket\03823_nccic\03823_0049\03823_0049_0055.tif,26197738 Bytes,26197738
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 2. Financial and Legal Materials, 1928-1949.","Folder 41: Financial and legal materials, 1948: Scan 35",folder,03823_0041_0035.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,2114,2166.jp2,Content/03823/image/2166.jp2,2678199 Bytes,2678199,bucket\03823_nccic\03823_0041\03823_0041_0035.tif,7472274 Bytes,7472274
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 2. Financial and Legal Materials, 1928-1949.","Folder 46: Financial and legal materials, 1949: Scan 3",folder,03823_0046_0003.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,2115,2138.jp2,Content/03823/image/2138.jp2,4707247 Bytes,4707247,bucket\03823_nccic\03823_0046\03823_0046_0003.tif,9906452 Bytes,9906452
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 48: Conference material, 1933-1949 and undated: Scan 47",folder,03823_0048_0047.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,2116,2088.jp2,Content/03823/image/2088.jp2,2673089 Bytes,2673089,bucket\03823_nccic\03823_0048\03823_0048_0047.tif,9319253 Bytes,9319253
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 48: Conference material, 1933-1949 and undated: Scan 73",folder,03823_0048_0073.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,2117,2205.jp2,Content/03823/image/2205.jp2,5809621 Bytes,5809621,bucket\03823_nccic\03823_0048\03823_0048_0073.tif,20002793 Bytes,20002793
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 2. Financial and Legal Materials, 1928-1949.","Folder 40: Financial and legal materials, 1948: Scan 15",folder,03823_0040_0015.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,2118,2001.jp2,Content/03823/image/2001.jp2,4668421 Bytes,4668421,bucket\03823_nccic\03823_0040\03823_0040_0015.tif,18580621 Bytes,18580621
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 49: Conference material, 1933-1949 and undated: Scan 16",folder,03823_0049_0016.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,2119,2169.jp2,Content/03823/image/2169.jp2,2617534 Bytes,2617534,bucket\03823_nccic\03823_0049\03823_0049_0016.tif,7234279 Bytes,7234279
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 2. Financial and Legal Materials, 1928-1949.","Folder 40: Financial and legal materials, 1948: Scan 30",folder,03823_0040_0030.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,2120,2452.jp2,Content/03823/image/2452.jp2,4421903 Bytes,4421903,bucket\03823_nccic\03823_0040\03823_0040_0030.tif,18150998 Bytes,18150998
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 49: Conference material, 1933-1949 and undated: Scan 35",folder,03823_0049_0035.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,2121,2344.jp2,Content/03823/image/2344.jp2,1929461 Bytes,1929461,bucket\03823_nccic\03823_0049\03823_0049_0035.tif,5993523 Bytes,5993523
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 2. Financial and Legal Materials, 1928-1949.","Folder 42: Financial and legal materials, 1948: Scan 27",folder,03823_0042_0027.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,2122,2220.jp2,Content/03823/image/2220.jp2,6971320 Bytes,6971320,bucket\03823_nccic\03823_0042\03823_0042_0027.tif,16579444 Bytes,16579444
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 2. Financial and Legal Materials, 1928-1949.","Folder 43: Financial and legal materials, 1948: Scan 15",folder,03823_0043_0015.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,2123,2356.jp2,Content/03823/image/2356.jp2,4743752 Bytes,4743752,bucket\03823_nccic\03823_0043\03823_0043_0015.tif,13437510 Bytes,13437510
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 2. Financial and Legal Materials, 1928-1949.","Folder 39: Financial and legal materials, 1947: Scan 53",folder,03823_0039_0053.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,2124,2444.jp2,Content/03823/image/2444.jp2,4609909 Bytes,4609909,bucket\03823_nccic\03823_0039\03823_0039_0053.tif,13212218 Bytes,13212218
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 48: Conference material, 1933-1949 and undated: Scan 131",folder,03823_0048_0131.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,2125,2056.jp2,Content/03823/image/2056.jp2,3867669 Bytes,3867669,bucket\03823_nccic\03823_0048\03823_0048_0131.tif,14468782 Bytes,14468782
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 48: Conference material, 1933-1949 and undated: Scan 61",folder,03823_0048_0061.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,2126,2029.jp2,Content/03823/image/2029.jp2,1687383 Bytes,1687383,bucket\03823_nccic\03823_0048\03823_0048_0061.tif,7772531 Bytes,7772531
