Collection in Repository,Collection Number,Location in Collection,Object,Container Type,MastersName,Usage Rights,Date created,Date modified,Object number,AccessName,AccessFilePath,AccessFileSize,AccessSizeNum,MasterFilePath,MasterFileSize,MasterSizeNum
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 76: Speeches, reports, and other writings, 1922, 1935-1949, 1974 and undated: Scan 30",folder,03823_0076_0030.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4916,5289.jp2,Content/03823/image/5289.jp2,5026474 Bytes,5026474,bucket\03823_nccic\03823_0076\03823_0076_0030.tif,13751033 Bytes,13751033
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 80: Speeches, reports, and other writings, 1922, 1935-1949, 1974 and undated: Scan 107",folder,03823_0080_0107.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4917,5254.jp2,Content/03823/image/5254.jp2,6112820 Bytes,6112820,bucket\03823_nccic\03823_0080\03823_0080_0107.tif,20517164 Bytes,20517164
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 86: Speeches, reports, and other writings, 1922, 1935-1949, 1974 and undated: Scan 7",folder,03823_0086_0007.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4918,5413.jp2,Content/03823/image/5413.jp2,4868882 Bytes,4868882,bucket\03823_nccic\03823_0086\03823_0086_0007.tif,13585220 Bytes,13585220
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 77: Speeches, reports, and other writings, 1922, 1935-1949, 1974 and undated: Scan 28",folder,03823_0077_0028.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4919,5447.jp2,Content/03823/image/5447.jp2,5363371 Bytes,5363371,bucket\03823_nccic\03823_0077\03823_0077_0028.tif,19334978 Bytes,19334978
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 78: Speeches, reports, and other writings, 1922, 1935-1949, 1974 and undated: Scan 36",folder,03823_0078_0036.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4920,5262.jp2,Content/03823/image/5262.jp2,3235394 Bytes,3235394,bucket\03823_nccic\03823_0078\03823_0078_0036.tif,9035729 Bytes,9035729
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 86: Speeches, reports, and other writings, 1922, 1935-1949, 1974 and undated: Scan 72",folder,03823_0086_0072.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4921,5007.jp2,Content/03823/image/5007.jp2,6104490 Bytes,6104490,bucket\03823_nccic\03823_0086\03823_0086_0072.tif,15242375 Bytes,15242375
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 80: Speeches, reports, and other writings, 1922, 1935-1949, 1974 and undated: Scan 7",folder,03823_0080_0007.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4922,4993.jp2,Content/03823/image/4993.jp2,4842873 Bytes,4842873,bucket\03823_nccic\03823_0080\03823_0080_0007.tif,18611988 Bytes,18611988
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 86: Speeches, reports, and other writings, 1922, 1935-1949, 1974 and undated: Scan 70",folder,03823_0086_0070.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4923,5414.jp2,Content/03823/image/5414.jp2,5944895 Bytes,5944895,bucket\03823_nccic\03823_0086\03823_0086_0070.tif,14970225 Bytes,14970225
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 78: Speeches, reports, and other writings, 1922, 1935-1949, 1974 and undated: Scan 65",folder,03823_0078_0065.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4924,4994.jp2,Content/03823/image/4994.jp2,5661007 Bytes,5661007,bucket\03823_nccic\03823_0078\03823_0078_0065.tif,14597692 Bytes,14597692
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 84: Speeches, reports, and other writings, 1922, 1935-1949, 1974 and undated: Scan 60",folder,03823_0084_0060.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4925,4916.jp2,Content/03823/image/4916.jp2,5979273 Bytes,5979273,bucket\03823_nccic\03823_0084\03823_0084_0060.tif,14914375 Bytes,14914375
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 81: Speeches, reports, and other writings, 1922, 1935-1949, 1974 and undated: Scan 29",folder,03823_0081_0029.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4926,4770.jp2,Content/03823/image/4770.jp2,6120656 Bytes,6120656,bucket\03823_nccic\03823_0081\03823_0081_0029.tif,15192465 Bytes,15192465
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 73: Radio program material, 1946-1948 and undated: Scan 31",folder,03823_0073_0031.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4927,4842.jp2,Content/03823/image/4842.jp2,9074762 Bytes,9074762,bucket\03823_nccic\03823_0073\03823_0073_0031.tif,19464621 Bytes,19464621
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 83: Speeches, reports, and other writings, 1922, 1935-1949, 1974 and undated: Scan 44",folder,03823_0083_0044.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4928,5399.jp2,Content/03823/image/5399.jp2,5724376 Bytes,5724376,bucket\03823_nccic\03823_0083\03823_0083_0044.tif,14672396 Bytes,14672396
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 79: Speeches, reports, and other writings, 1922, 1935-1949, 1974 and undated: Scan 1",folder,03823_0079_0001.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4929,4737.jp2,Content/03823/image/4737.jp2,5926087 Bytes,5926087,bucket\03823_nccic\03823_0079\03823_0079_0001.tif,14960665 Bytes,14960665
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 76: Speeches, reports, and other writings, 1922, 1935-1949, 1974 and undated: Scan 39",folder,03823_0076_0039.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4930,4675.jp2,Content/03823/image/4675.jp2,5525546 Bytes,5525546,bucket\03823_nccic\03823_0076\03823_0076_0039.tif,14491570 Bytes,14491570
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 83: Speeches, reports, and other writings, 1922, 1935-1949, 1974 and undated: Scan 7",folder,03823_0083_0007.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4931,4929.jp2,Content/03823/image/4929.jp2,7045198 Bytes,7045198,bucket\03823_nccic\03823_0083\03823_0083_0007.tif,16677304 Bytes,16677304
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 80: Speeches, reports, and other writings, 1922, 1935-1949, 1974 and undated: Scan 82",folder,03823_0080_0082.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4932,4976.jp2,Content/03823/image/4976.jp2,5559602 Bytes,5559602,bucket\03823_nccic\03823_0080\03823_0080_0082.tif,19743267 Bytes,19743267
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 82: Speeches, reports, and other writings, 1922, 1935-1949, 1974 and undated: Scan 56",folder,03823_0082_0056.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4933,5148.jp2,Content/03823/image/5148.jp2,6164388 Bytes,6164388,bucket\03823_nccic\03823_0082\03823_0082_0056.tif,15304464 Bytes,15304464
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 75: Speeches, reports, and other writings, 1922, 1935-1949, 1974 and undated: Scan 8",folder,03823_0075_0008.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4934,5246.jp2,Content/03823/image/5246.jp2,9439175 Bytes,9439175,bucket\03823_nccic\03823_0075\03823_0075_0008.tif,19939016 Bytes,19939016
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 76: Speeches, reports, and other writings, 1922, 1935-1949, 1974 and undated: Scan 50",folder,03823_0076_0050.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4935,4715.jp2,Content/03823/image/4715.jp2,4611970 Bytes,4611970,bucket\03823_nccic\03823_0076\03823_0076_0050.tif,13146614 Bytes,13146614
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 76: Speeches, reports, and other writings, 1922, 1935-1949, 1974 and undated: Scan 53",folder,03823_0076_0053.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4936,4932.jp2,Content/03823/image/4932.jp2,4640412 Bytes,4640412,bucket\03823_nccic\03823_0076\03823_0076_0053.tif,13382158 Bytes,13382158
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 86: Speeches, reports, and other writings, 1922, 1935-1949, 1974 and undated: Scan 74",folder,03823_0086_0074.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4937,4759.jp2,Content/03823/image/4759.jp2,6456863 Bytes,6456863,bucket\03823_nccic\03823_0086\03823_0086_0074.tif,15648179 Bytes,15648179
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 73: Radio program material, 1946-1948 and undated: Scan 58",folder,03823_0073_0058.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4938,5280.jp2,Content/03823/image/5280.jp2,9884852 Bytes,9884852,bucket\03823_nccic\03823_0073\03823_0073_0058.tif,20139804 Bytes,20139804
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 78: Speeches, reports, and other writings, 1922, 1935-1949, 1974 and undated: Scan 16",folder,03823_0078_0016.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4939,4823.jp2,Content/03823/image/4823.jp2,5251755 Bytes,5251755,bucket\03823_nccic\03823_0078\03823_0078_0016.tif,15897069 Bytes,15897069
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 80: Speeches, reports, and other writings, 1922, 1935-1949, 1974 and undated: Scan 5",folder,03823_0080_0005.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4940,5274.jp2,Content/03823/image/5274.jp2,4853431 Bytes,4853431,bucket\03823_nccic\03823_0080\03823_0080_0005.tif,18558773 Bytes,18558773
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 86: Speeches, reports, and other writings, 1922, 1935-1949, 1974 and undated: Scan 69",folder,03823_0086_0069.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4941,5213.jp2,Content/03823/image/5213.jp2,4752388 Bytes,4752388,bucket\03823_nccic\03823_0086\03823_0086_0069.tif,13421888 Bytes,13421888
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 78: Speeches, reports, and other writings, 1922, 1935-1949, 1974 and undated: Scan 43",folder,03823_0078_0043.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4942,5488.jp2,Content/03823/image/5488.jp2,5870954 Bytes,5870954,bucket\03823_nccic\03823_0078\03823_0078_0043.tif,14988722 Bytes,14988722
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 80: Speeches, reports, and other writings, 1922, 1935-1949, 1974 and undated: Scan 39",folder,03823_0080_0039.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4943,5175.jp2,Content/03823/image/5175.jp2,5030637 Bytes,5030637,bucket\03823_nccic\03823_0080\03823_0080_0039.tif,18851468 Bytes,18851468
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 82: Speeches, reports, and other writings, 1922, 1935-1949, 1974 and undated: Scan 53",folder,03823_0082_0053.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4944,5537.jp2,Content/03823/image/5537.jp2,6130159 Bytes,6130159,bucket\03823_nccic\03823_0082\03823_0082_0053.tif,15155091 Bytes,15155091
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 76: Speeches, reports, and other writings, 1922, 1935-1949, 1974 and undated: Scan 55",folder,03823_0076_0055.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4945,4798.jp2,Content/03823/image/4798.jp2,5293711 Bytes,5293711,bucket\03823_nccic\03823_0076\03823_0076_0055.tif,14270437 Bytes,14270437
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.",Folder 72: Miscellaneous printed material: Scan 227,folder,03823_0072_0227.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4946,5125.jp2,Content/03823/image/5125.jp2,5908661 Bytes,5908661,bucket\03823_nccic\03823_0072\03823_0072_0227.tif,16809946 Bytes,16809946
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 76: Speeches, reports, and other writings, 1922, 1935-1949, 1974 and undated: Scan 8",folder,03823_0076_0008.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4947,5264.jp2,Content/03823/image/5264.jp2,4878072 Bytes,4878072,bucket\03823_nccic\03823_0076\03823_0076_0008.tif,13505149 Bytes,13505149
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 76: Speeches, reports, and other writings, 1922, 1935-1949, 1974 and undated: Scan 31",folder,03823_0076_0031.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4948,4643.jp2,Content/03823/image/4643.jp2,5368583 Bytes,5368583,bucket\03823_nccic\03823_0076\03823_0076_0031.tif,14309447 Bytes,14309447
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 81: Speeches, reports, and other writings, 1922, 1935-1949, 1974 and undated: Scan 8",folder,03823_0081_0008.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4949,4615.jp2,Content/03823/image/4615.jp2,5686210 Bytes,5686210,bucket\03823_nccic\03823_0081\03823_0081_0008.tif,14626887 Bytes,14626887
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 74: Source Book of Information, 1928-1942: Scan 8",folder,03823_0074_0008.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4950,5283.jp2,Content/03823/image/5283.jp2,8461924 Bytes,8461924,bucket\03823_nccic\03823_0074\03823_0074_0008.tif,18875355 Bytes,18875355
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 76: Speeches, reports, and other writings, 1922, 1935-1949, 1974 and undated: Scan 14",folder,03823_0076_0014.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4951,5552.jp2,Content/03823/image/5552.jp2,4700954 Bytes,4700954,bucket\03823_nccic\03823_0076\03823_0076_0014.tif,13238781 Bytes,13238781
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.",Folder 72: Miscellaneous printed material: Scan 185,folder,03823_0072_0185.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4952,4781.jp2,Content/03823/image/4781.jp2,6341626 Bytes,6341626,bucket\03823_nccic\03823_0072\03823_0072_0185.tif,11713222 Bytes,11713222
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 82: Speeches, reports, and other writings, 1922, 1935-1949, 1974 and undated: Scan 37",folder,03823_0082_0037.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4953,5185.jp2,Content/03823/image/5185.jp2,8746089 Bytes,8746089,bucket\03823_nccic\03823_0082\03823_0082_0037.tif,20338404 Bytes,20338404
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.",Folder 72: Miscellaneous printed material: Scan 194,folder,03823_0072_0194.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4954,5521.jp2,Content/03823/image/5521.jp2,3155994 Bytes,3155994,bucket\03823_nccic\03823_0072\03823_0072_0194.tif,8792875 Bytes,8792875
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 80: Speeches, reports, and other writings, 1922, 1935-1949, 1974 and undated: Scan 102",folder,03823_0080_0102.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4955,4829.jp2,Content/03823/image/4829.jp2,5707543 Bytes,5707543,bucket\03823_nccic\03823_0080\03823_0080_0102.tif,19825945 Bytes,19825945
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 74: Source Book of Information, 1928-1942: Scan 13",folder,03823_0074_0013.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4956,4765.jp2,Content/03823/image/4765.jp2,6077728 Bytes,6077728,bucket\03823_nccic\03823_0074\03823_0074_0013.tif,16473119 Bytes,16473119
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.",Folder 72: Miscellaneous printed material: Scan 139,folder,03823_0072_0139.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4957,4610.jp2,Content/03823/image/4610.jp2,5010226 Bytes,5010226,bucket\03823_nccic\03823_0072\03823_0072_0139.tif,10558169 Bytes,10558169
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 82: Speeches, reports, and other writings, 1922, 1935-1949, 1974 and undated: Scan 22",folder,03823_0082_0022.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4958,5380.jp2,Content/03823/image/5380.jp2,4301287 Bytes,4301287,bucket\03823_nccic\03823_0082\03823_0082_0022.tif,12719556 Bytes,12719556
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 86: Speeches, reports, and other writings, 1922, 1935-1949, 1974 and undated: Scan 80",folder,03823_0086_0080.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4959,5039.jp2,Content/03823/image/5039.jp2,5848697 Bytes,5848697,bucket\03823_nccic\03823_0086\03823_0086_0080.tif,14845621 Bytes,14845621
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 84: Speeches, reports, and other writings, 1922, 1935-1949, 1974 and undated: Scan 5",folder,03823_0084_0005.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4960,4901.jp2,Content/03823/image/4901.jp2,5534486 Bytes,5534486,bucket\03823_nccic\03823_0084\03823_0084_0005.tif,14378819 Bytes,14378819
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 80: Speeches, reports, and other writings, 1922, 1935-1949, 1974 and undated: Scan 77",folder,03823_0080_0077.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4961,4933.jp2,Content/03823/image/4933.jp2,5434927 Bytes,5434927,bucket\03823_nccic\03823_0080\03823_0080_0077.tif,19538755 Bytes,19538755
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 76: Speeches, reports, and other writings, 1922, 1935-1949, 1974 and undated: Scan 41",folder,03823_0076_0041.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4962,5100.jp2,Content/03823/image/5100.jp2,5483471 Bytes,5483471,bucket\03823_nccic\03823_0076\03823_0076_0041.tif,14502684 Bytes,14502684
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 80: Speeches, reports, and other writings, 1922, 1935-1949, 1974 and undated: Scan 56",folder,03823_0080_0056.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4963,4908.jp2,Content/03823/image/4908.jp2,5453469 Bytes,5453469,bucket\03823_nccic\03823_0080\03823_0080_0056.tif,19605957 Bytes,19605957
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 79: Speeches, reports, and other writings, 1922, 1935-1949, 1974 and undated: Scan 47",folder,03823_0079_0047.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4964,5086.jp2,Content/03823/image/5086.jp2,5110490 Bytes,5110490,bucket\03823_nccic\03823_0079\03823_0079_0047.tif,13823233 Bytes,13823233
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 76: Speeches, reports, and other writings, 1922, 1935-1949, 1974 and undated: Scan 45",folder,03823_0076_0045.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4965,5538.jp2,Content/03823/image/5538.jp2,5444538 Bytes,5444538,bucket\03823_nccic\03823_0076\03823_0076_0045.tif,14435838 Bytes,14435838
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 82: Speeches, reports, and other writings, 1922, 1935-1949, 1974 and undated: Scan 29",folder,03823_0082_0029.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4966,5182.jp2,Content/03823/image/5182.jp2,5016419 Bytes,5016419,bucket\03823_nccic\03823_0082\03823_0082_0029.tif,13745723 Bytes,13745723
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.",Folder 72: Miscellaneous printed material: Scan 171,folder,03823_0072_0171.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4967,5023.jp2,Content/03823/image/5023.jp2,2175343 Bytes,2175343,bucket\03823_nccic\03823_0072\03823_0072_0171.tif,4356098 Bytes,4356098
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 80: Speeches, reports, and other writings, 1922, 1935-1949, 1974 and undated: Scan 4",folder,03823_0080_0004.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4968,5346.jp2,Content/03823/image/5346.jp2,4848162 Bytes,4848162,bucket\03823_nccic\03823_0080\03823_0080_0004.tif,18737143 Bytes,18737143
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 81: Speeches, reports, and other writings, 1922, 1935-1949, 1974 and undated: Scan 4",folder,03823_0081_0004.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4969,4871.jp2,Content/03823/image/4871.jp2,7503131 Bytes,7503131,bucket\03823_nccic\03823_0081\03823_0081_0004.tif,16977815 Bytes,16977815
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 75: Speeches, reports, and other writings, 1922, 1935-1949, 1974 and undated: Scan 6",folder,03823_0075_0006.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4970,4835.jp2,Content/03823/image/4835.jp2,9574831 Bytes,9574831,bucket\03823_nccic\03823_0075\03823_0075_0006.tif,19932336 Bytes,19932336
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 73: Radio program material, 1946-1948 and undated: Scan 51",folder,03823_0073_0051.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4971,5472.jp2,Content/03823/image/5472.jp2,7388720 Bytes,7388720,bucket\03823_nccic\03823_0073\03823_0073_0051.tif,17940236 Bytes,17940236
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 86: Speeches, reports, and other writings, 1922, 1935-1949, 1974 and undated: Scan 40",folder,03823_0086_0040.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4972,4803.jp2,Content/03823/image/4803.jp2,4837897 Bytes,4837897,bucket\03823_nccic\03823_0086\03823_0086_0040.tif,13615447 Bytes,13615447
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 84: Speeches, reports, and other writings, 1922, 1935-1949, 1974 and undated: Scan 45",folder,03823_0084_0045.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4973,4846.jp2,Content/03823/image/4846.jp2,6419488 Bytes,6419488,bucket\03823_nccic\03823_0084\03823_0084_0045.tif,15650021 Bytes,15650021
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 79: Speeches, reports, and other writings, 1922, 1935-1949, 1974 and undated: Scan 13",folder,03823_0079_0013.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4974,4636.jp2,Content/03823/image/4636.jp2,5899985 Bytes,5899985,bucket\03823_nccic\03823_0079\03823_0079_0013.tif,14871927 Bytes,14871927
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 82: Speeches, reports, and other writings, 1922, 1935-1949, 1974 and undated: Scan 11",folder,03823_0082_0011.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4975,5055.jp2,Content/03823/image/5055.jp2,4933090 Bytes,4933090,bucket\03823_nccic\03823_0082\03823_0082_0011.tif,13707221 Bytes,13707221
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 83: Speeches, reports, and other writings, 1922, 1935-1949, 1974 and undated: Scan 29",folder,03823_0083_0029.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4976,4721.jp2,Content/03823/image/4721.jp2,5739217 Bytes,5739217,bucket\03823_nccic\03823_0083\03823_0083_0029.tif,14814036 Bytes,14814036
