Collection in Repository,Collection Number,Location in Collection,Object,Container Type,filename,Usage Rights,Date created,Date modified,Object number,AccessName,AccessFilePath,AccessFileSize,AccessSizeNum
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 48: Conference material, 1933-1949 and undated: Scan 6",folder,03823_0048_0006.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,2511,2213.jp2,Content/03823/image/2213.jp2,2446318 Bytes,2446318
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 48: Conference material, 1933-1949 and undated: Scan 11",folder,03823_0048_0011.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,2512,2194.jp2,Content/03823/image/2194.jp2,2265129 Bytes,2265129
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 2. Financial and Legal Materials, 1928-1949.","Folder 44: Financial and legal materials, 1948: Scan 2",folder,03823_0044_0002.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,2513,2044.jp2,Content/03823/image/2044.jp2,4004801 Bytes,4004801
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 48: Conference material, 1933-1949 and undated: Scan 103",folder,03823_0048_0103.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,2514,2148.jp2,Content/03823/image/2148.jp2,12815370 Bytes,12815370
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 2. Financial and Legal Materials, 1928-1949.","Folder 43: Financial and legal materials, 1948: Scan 36",folder,03823_0043_0036.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,2515,2564.jp2,Content/03823/image/2564.jp2,5207277 Bytes,5207277
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 48: Conference material, 1933-1949 and undated: Scan 117",folder,03823_0048_0117.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,2516,2041.jp2,Content/03823/image/2041.jp2,3764997 Bytes,3764997
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 48: Conference material, 1933-1949 and undated: Scan 8",folder,03823_0048_0008.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,2517,2062.jp2,Content/03823/image/2062.jp2,2491462 Bytes,2491462
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 2. Financial and Legal Materials, 1928-1949.","Folder 39: Financial and legal materials, 1947: Scan 63",folder,03823_0039_0063.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,2518,2499.jp2,Content/03823/image/2499.jp2,4736435 Bytes,4736435
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 2. Financial and Legal Materials, 1928-1949.","Folder 42: Financial and legal materials, 1948: Scan 15",folder,03823_0042_0015.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,2519,2198.jp2,Content/03823/image/2198.jp2,1643621 Bytes,1643621
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 2. Financial and Legal Materials, 1928-1949.","Folder 45: Financial and legal materials, 1949: Scan 42",folder,03823_0045_0042.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,2520,2460.jp2,Content/03823/image/2460.jp2,4163564 Bytes,4163564
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 2. Financial and Legal Materials, 1928-1949.","Folder 43: Financial and legal materials, 1948: Scan 4",folder,03823_0043_0004.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,2521,2251.jp2,Content/03823/image/2251.jp2,4139222 Bytes,4139222
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 2. Financial and Legal Materials, 1928-1949.","Folder 42: Financial and legal materials, 1948: Scan 9",folder,03823_0042_0009.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,2522,2382.jp2,Content/03823/image/2382.jp2,3247970 Bytes,3247970
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 2. Financial and Legal Materials, 1928-1949.","Folder 45: Financial and legal materials, 1949: Scan 43",folder,03823_0045_0043.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,2523,2535.jp2,Content/03823/image/2535.jp2,4936591 Bytes,4936591
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 48: Conference material, 1933-1949 and undated: Scan 126",folder,03823_0048_0126.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,2524,2176.jp2,Content/03823/image/2176.jp2,4122119 Bytes,4122119
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 2. Financial and Legal Materials, 1928-1949.","Folder 44: Financial and legal materials, 1948: Scan 32",folder,03823_0044_0032.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,2525,2157.jp2,Content/03823/image/2157.jp2,4487148 Bytes,4487148
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 2. Financial and Legal Materials, 1928-1949.","Folder 41: Financial and legal materials, 1948: Scan 49",folder,03823_0041_0049.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,2526,2590.jp2,Content/03823/image/2590.jp2,6364602 Bytes,6364602
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 48: Conference material, 1933-1949 and undated: Scan 18",folder,03823_0048_0018.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,2527,2323.jp2,Content/03823/image/2323.jp2,2515108 Bytes,2515108
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 2. Financial and Legal Materials, 1928-1949.","Folder 42: Financial and legal materials, 1948: Scan 14",folder,03823_0042_0014.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,2528,2103.jp2,Content/03823/image/2103.jp2,1603845 Bytes,1603845
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 48: Conference material, 1933-1949 and undated: Scan 127",folder,03823_0048_0127.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,2529,2550.jp2,Content/03823/image/2550.jp2,5244098 Bytes,5244098
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 48: Conference material, 1933-1949 and undated: Scan 65",folder,03823_0048_0065.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,2530,2306.jp2,Content/03823/image/2306.jp2,1391532 Bytes,1391532
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 2. Financial and Legal Materials, 1928-1949.","Folder 40: Financial and legal materials, 1948: Scan 11",folder,03823_0040_0011.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,2531,2498.jp2,Content/03823/image/2498.jp2,4567601 Bytes,4567601
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 48: Conference material, 1933-1949 and undated: Scan 10",folder,03823_0048_0010.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,2532,2469.jp2,Content/03823/image/2469.jp2,2487338 Bytes,2487338
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 48: Conference material, 1933-1949 and undated: Scan 129",folder,03823_0048_0129.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,2533,2427.jp2,Content/03823/image/2427.jp2,5300298 Bytes,5300298
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 2. Financial and Legal Materials, 1928-1949.","Folder 45: Financial and legal materials, 1949: Scan 56",folder,03823_0045_0056.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,2534,2115.jp2,Content/03823/image/2115.jp2,4624554 Bytes,4624554
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 48: Conference material, 1933-1949 and undated: Scan 69",folder,03823_0048_0069.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,2535,2203.jp2,Content/03823/image/2203.jp2,3798170 Bytes,3798170
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 2. Financial and Legal Materials, 1928-1949.","Folder 42: Financial and legal materials, 1948: Scan 43",folder,03823_0042_0043.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,2536,2573.jp2,Content/03823/image/2573.jp2,4720167 Bytes,4720167
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 49: Conference material, 1933-1949 and undated: Scan 22",folder,03823_0049_0022.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,2537,2409.jp2,Content/03823/image/2409.jp2,2441719 Bytes,2441719
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 2. Financial and Legal Materials, 1928-1949.","Folder 41: Financial and legal materials, 1948: Scan 61",folder,03823_0041_0061.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,2538,2092.jp2,Content/03823/image/2092.jp2,4230090 Bytes,4230090
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 2. Financial and Legal Materials, 1928-1949.","Folder 40: Financial and legal materials, 1948: Scan 51",folder,03823_0040_0051.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,2539,2405.jp2,Content/03823/image/2405.jp2,4124379 Bytes,4124379
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 2. Financial and Legal Materials, 1928-1949.","Folder 43: Financial and legal materials, 1948: Scan 16",folder,03823_0043_0016.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,2540,2513.jp2,Content/03823/image/2513.jp2,4157234 Bytes,4157234
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 2. Financial and Legal Materials, 1928-1949.","Folder 45: Financial and legal materials, 1949: Scan 44",folder,03823_0045_0044.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,2541,2415.jp2,Content/03823/image/2415.jp2,6364838 Bytes,6364838
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 2. Financial and Legal Materials, 1928-1949.","Folder 40: Financial and legal materials, 1948: Scan 1",folder,03823_0040_0001.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,2542,2047.jp2,Content/03823/image/2047.jp2,6973023 Bytes,6973023
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 2. Financial and Legal Materials, 1928-1949.","Folder 45: Financial and legal materials, 1949: Scan 41",folder,03823_0045_0041.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,2543,2109.jp2,Content/03823/image/2109.jp2,5199319 Bytes,5199319
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 48: Conference material, 1933-1949 and undated: Scan 84",folder,03823_0048_0084.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,2544,2369.jp2,Content/03823/image/2369.jp2,13580538 Bytes,13580538
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 2. Financial and Legal Materials, 1928-1949.","Folder 45: Financial and legal materials, 1949: Scan 1",folder,03823_0045_0001.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,2545,2587.jp2,Content/03823/image/2587.jp2,4602648 Bytes,4602648
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 2. Financial and Legal Materials, 1928-1949.","Folder 40: Financial and legal materials, 1948: Scan 43",folder,03823_0040_0043.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,2546,2441.jp2,Content/03823/image/2441.jp2,4593124 Bytes,4593124
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 2. Financial and Legal Materials, 1928-1949.","Folder 42: Financial and legal materials, 1948: Scan 38",folder,03823_0042_0038.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,2547,2365.jp2,Content/03823/image/2365.jp2,4940148 Bytes,4940148
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 48: Conference material, 1933-1949 and undated: Scan 28",folder,03823_0048_0028.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,2548,2521.jp2,Content/03823/image/2521.jp2,2151154 Bytes,2151154
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 2. Financial and Legal Materials, 1928-1949.","Folder 47: Financial and legal materials, 1949: Scan 12",folder,03823_0047_0012.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,2549,2423.jp2,Content/03823/image/2423.jp2,4846891 Bytes,4846891
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 48: Conference material, 1933-1949 and undated: Scan 114",folder,03823_0048_0114.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,2550,2529.jp2,Content/03823/image/2529.jp2,2498105 Bytes,2498105
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 48: Conference material, 1933-1949 and undated: Scan 31",folder,03823_0048_0031.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,2551,2002.jp2,Content/03823/image/2002.jp2,3436778 Bytes,3436778
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 2. Financial and Legal Materials, 1928-1949.","Folder 39: Financial and legal materials, 1947: Scan 67",folder,03823_0039_0067.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,2552,2207.jp2,Content/03823/image/2207.jp2,5194496 Bytes,5194496
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 2. Financial and Legal Materials, 1928-1949.","Folder 45: Financial and legal materials, 1949: Scan 54",folder,03823_0045_0054.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,2553,2209.jp2,Content/03823/image/2209.jp2,4388431 Bytes,4388431
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 2. Financial and Legal Materials, 1928-1949.","Folder 41: Financial and legal materials, 1948: Scan 66",folder,03823_0041_0066.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,2554,2230.jp2,Content/03823/image/2230.jp2,5044112 Bytes,5044112
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 48: Conference material, 1933-1949 and undated: Scan 104",folder,03823_0048_0104.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,2555,2316.jp2,Content/03823/image/2316.jp2,7209017 Bytes,7209017
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 48: Conference material, 1933-1949 and undated: Scan 66",folder,03823_0048_0066.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,2556,2543.jp2,Content/03823/image/2543.jp2,1290302 Bytes,1290302
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 2. Financial and Legal Materials, 1928-1949.","Folder 41: Financial and legal materials, 1948: Scan 28",folder,03823_0041_0028.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,2557,2285.jp2,Content/03823/image/2285.jp2,1435761 Bytes,1435761
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 49: Conference material, 1933-1949 and undated: Scan 10",folder,03823_0049_0010.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,2558,2527.jp2,Content/03823/image/2527.jp2,1221681 Bytes,1221681
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 48: Conference material, 1933-1949 and undated: Scan 116",folder,03823_0048_0116.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,2559,2185.jp2,Content/03823/image/2185.jp2,2707220 Bytes,2707220
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 2. Financial and Legal Materials, 1928-1949.","Folder 45: Financial and legal materials, 1949: Scan 3",folder,03823_0045_0003.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,2560,2192.jp2,Content/03823/image/2192.jp2,4590300 Bytes,4590300
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 2. Financial and Legal Materials, 1928-1949.","Folder 44: Financial and legal materials, 1948: Scan 27",folder,03823_0044_0027.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,2561,2432.jp2,Content/03823/image/2432.jp2,5237820 Bytes,5237820
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 2. Financial and Legal Materials, 1928-1949.","Folder 41: Financial and legal materials, 1948: Scan 42",folder,03823_0041_0042.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,2562,2035.jp2,Content/03823/image/2035.jp2,6540198 Bytes,6540198
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 2. Financial and Legal Materials, 1928-1949.","Folder 40: Financial and legal materials, 1948: Scan 55",folder,03823_0040_0055.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,2563,2006.jp2,Content/03823/image/2006.jp2,5773466 Bytes,5773466
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 48: Conference material, 1933-1949 and undated: Scan 80",folder,03823_0048_0080.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,2564,2234.jp2,Content/03823/image/2234.jp2,4688424 Bytes,4688424
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 49: Conference material, 1933-1949 and undated: Scan 30",folder,03823_0049_0030.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,2565,2559.jp2,Content/03823/image/2559.jp2,2338010 Bytes,2338010
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 48: Conference material, 1933-1949 and undated: Scan 43",folder,03823_0048_0043.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,2566,2585.jp2,Content/03823/image/2585.jp2,3348148 Bytes,3348148
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 49: Conference material, 1933-1949 and undated: Scan 21",folder,03823_0049_0021.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,2567,2401.jp2,Content/03823/image/2401.jp2,3116114 Bytes,3116114
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 2. Financial and Legal Materials, 1928-1949.","Folder 45: Financial and legal materials, 1949: Scan 59",folder,03823_0045_0059.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,2568,2158.jp2,Content/03823/image/2158.jp2,4511507 Bytes,4511507
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 2. Financial and Legal Materials, 1928-1949.","Folder 39: Financial and legal materials, 1947: Scan 57",folder,03823_0039_0057.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,2569,2016.jp2,Content/03823/image/2016.jp2,5043283 Bytes,5043283
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 48: Conference material, 1933-1949 and undated: Scan 35",folder,03823_0048_0035.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,2570,2593.jp2,Content/03823/image/2593.jp2,3264504 Bytes,3264504
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 2. Financial and Legal Materials, 1928-1949.","Folder 42: Financial and legal materials, 1948: Scan 46",folder,03823_0042_0046.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,2571,2093.jp2,Content/03823/image/2093.jp2,1458280 Bytes,1458280
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 48: Conference material, 1933-1949 and undated: Scan 74",folder,03823_0048_0074.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,2572,2021.jp2,Content/03823/image/2021.jp2,5556378 Bytes,5556378
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 2. Financial and Legal Materials, 1928-1949.","Folder 43: Financial and legal materials, 1948: Scan 21",folder,03823_0043_0021.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,2573,2058.jp2,Content/03823/image/2058.jp2,4690964 Bytes,4690964
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 2. Financial and Legal Materials, 1928-1949.","Folder 45: Financial and legal materials, 1949: Scan 75",folder,03823_0045_0075.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,2574,2595.jp2,Content/03823/image/2595.jp2,4684600 Bytes,4684600
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 49: Conference material, 1933-1949 and undated: Scan 26",folder,03823_0049_0026.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,2575,2015.jp2,Content/03823/image/2015.jp2,2371271 Bytes,2371271
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 2. Financial and Legal Materials, 1928-1949.","Folder 47: Financial and legal materials, 1949: Scan 1",folder,03823_0047_0001.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,2576,2038.jp2,Content/03823/image/2038.jp2,8912973 Bytes,8912973
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 2. Financial and Legal Materials, 1928-1949.","Folder 42: Financial and legal materials, 1948: Scan 28",folder,03823_0042_0028.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,2577,2516.jp2,Content/03823/image/2516.jp2,5930984 Bytes,5930984
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 2. Financial and Legal Materials, 1928-1949.","Folder 45: Financial and legal materials, 1949: Scan 6",folder,03823_0045_0006.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,2578,2244.jp2,Content/03823/image/2244.jp2,4201738 Bytes,4201738
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 2. Financial and Legal Materials, 1928-1949.","Folder 41: Financial and legal materials, 1948: Scan 18",folder,03823_0041_0018.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,2579,2248.jp2,Content/03823/image/2248.jp2,4253768 Bytes,4253768
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 49: Conference material, 1933-1949 and undated: Scan 32",folder,03823_0049_0032.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,2580,2080.jp2,Content/03823/image/2080.jp2,2592903 Bytes,2592903
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 2. Financial and Legal Materials, 1928-1949.","Folder 42: Financial and legal materials, 1948: Scan 32",folder,03823_0042_0032.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,2581,2200.jp2,Content/03823/image/2200.jp2,15533001 Bytes,15533001
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 2. Financial and Legal Materials, 1928-1949.","Folder 41: Financial and legal materials, 1948: Scan 68",folder,03823_0041_0068.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,2582,2091.jp2,Content/03823/image/2091.jp2,4712872 Bytes,4712872
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 2. Financial and Legal Materials, 1928-1949.","Folder 39: Financial and legal materials, 1947: Scan 62",folder,03823_0039_0062.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,2583,2025.jp2,Content/03823/image/2025.jp2,4419687 Bytes,4419687
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 48: Conference material, 1933-1949 and undated: Scan 54",folder,03823_0048_0054.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,2584,2364.jp2,Content/03823/image/2364.jp2,2301614 Bytes,2301614
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 2. Financial and Legal Materials, 1928-1949.","Folder 44: Financial and legal materials, 1948: Scan 11",folder,03823_0044_0011.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,2585,2161.jp2,Content/03823/image/2161.jp2,2376014 Bytes,2376014
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 48: Conference material, 1933-1949 and undated: Scan 100",folder,03823_0048_0100.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,2586,2135.jp2,Content/03823/image/2135.jp2,1221949 Bytes,1221949
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 48: Conference material, 1933-1949 and undated: Scan 9",folder,03823_0048_0009.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,2587,2159.jp2,Content/03823/image/2159.jp2,2157475 Bytes,2157475
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 2. Financial and Legal Materials, 1928-1949.","Folder 45: Financial and legal materials, 1949: Scan 24",folder,03823_0045_0024.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,2588,2319.jp2,Content/03823/image/2319.jp2,4988621 Bytes,4988621
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 48: Conference material, 1933-1949 and undated: Scan 12",folder,03823_0048_0012.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,2589,2050.jp2,Content/03823/image/2050.jp2,2615042 Bytes,2615042
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 2. Financial and Legal Materials, 1928-1949.","Folder 40: Financial and legal materials, 1948: Scan 32",folder,03823_0040_0032.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,2590,2196.jp2,Content/03823/image/2196.jp2,6675135 Bytes,6675135
