Collection in Repository,Collection Number,Location in Collection,Object,Container Type,filename,Usage Rights,Date created,Date modified,Object number,AccessName,AccessFilePath,AccessFileSize,AccessSizeNum
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 2. Financial and Legal Materials, 1928-1949.","Folder 39: Financial and legal materials, 1947: Scan 69",folder,03823_0039_0069.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,2591,2468.jp2,Content/03823/image/2468.jp2,6126454 Bytes,6126454
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 2. Financial and Legal Materials, 1928-1949.","Folder 45: Financial and legal materials, 1949: Scan 55",folder,03823_0045_0055.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,2592,2307.jp2,Content/03823/image/2307.jp2,4939295 Bytes,4939295
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 49: Conference material, 1933-1949 and undated: Scan 24",folder,03823_0049_0024.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,2593,2567.jp2,Content/03823/image/2567.jp2,2445260 Bytes,2445260
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 48: Conference material, 1933-1949 and undated: Scan 24",folder,03823_0048_0024.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,2594,2506.jp2,Content/03823/image/2506.jp2,2570959 Bytes,2570959
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 48: Conference material, 1933-1949 and undated: Scan 142",folder,03823_0048_0142.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,2595,2045.jp2,Content/03823/image/2045.jp2,5449725 Bytes,5449725
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 48: Conference material, 1933-1949 and undated: Scan 137",folder,03823_0048_0137.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,2596,2172.jp2,Content/03823/image/2172.jp2,5006982 Bytes,5006982
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 2. Financial and Legal Materials, 1928-1949.","Folder 41: Financial and legal materials, 1948: Scan 21",folder,03823_0041_0021.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,2597,2210.jp2,Content/03823/image/2210.jp2,6772239 Bytes,6772239
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 2. Financial and Legal Materials, 1928-1949.","Folder 43: Financial and legal materials, 1948: Scan 22",folder,03823_0043_0022.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,2598,2240.jp2,Content/03823/image/2240.jp2,3914913 Bytes,3914913
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 54: Membership and other lists, 1938-1949 and undated: Scan 7",folder,03823_0054_0007.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,2599,3465.jp2,Content/03823/image/3465.jp2,4916336 Bytes,4916336
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 53: Membership and other lists, 1938-1949 and undated: Scan 104",folder,03823_0053_0104.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,2600,3419.jp2,Content/03823/image/3419.jp2,3712144 Bytes,3712144
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 53: Membership and other lists, 1938-1949 and undated: Scan 5",folder,03823_0053_0005.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,2601,3118.jp2,Content/03823/image/3118.jp2,5429728 Bytes,5429728
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 53: Membership and other lists, 1938-1949 and undated: Scan 64",folder,03823_0053_0064.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,2602,3473.jp2,Content/03823/image/3473.jp2,5273093 Bytes,5273093
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 52: Library survey material, 1948: Scan 76",folder,03823_0052_0076.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,2603,3403.jp2,Content/03823/image/3403.jp2,5152239 Bytes,5152239
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 51: Constitutions, by-laws, and resolutions, 1922-1948 and undated: Scan 16",folder,03823_0051_0016.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,2604,3190.jp2,Content/03823/image/3190.jp2,6173388 Bytes,6173388
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 56: Membership and other lists, 1938-1949 and undated: Scan 24",folder,03823_0056_0024.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,2605,3218.jp2,Content/03823/image/3218.jp2,4606117 Bytes,4606117
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 54: Membership and other lists, 1938-1949 and undated: Scan 34",folder,03823_0054_0034.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,2606,3128.jp2,Content/03823/image/3128.jp2,5675322 Bytes,5675322
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 52: Library survey material, 1948: Scan 116",folder,03823_0052_0116.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,2607,3151.jp2,Content/03823/image/3151.jp2,6043944 Bytes,6043944
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 50: Conference material, 1933-1949 and undated: Scan 35",folder,03823_0050_0035.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,2608,3014.jp2,Content/03823/image/3014.jp2,6050655 Bytes,6050655
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 57: Membership and other lists, 1938-1949 and undated: Scan 48",folder,03823_0057_0048.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,2609,3197.jp2,Content/03823/image/3197.jp2,722553 Bytes,722553
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 51: Constitutions, by-laws, and resolutions, 1922-1948 and undated: Scan 42",folder,03823_0051_0042.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,2610,3535.jp2,Content/03823/image/3535.jp2,6434499 Bytes,6434499
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 52: Library survey material, 1948: Scan 47",folder,03823_0052_0047.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,2611,2623.jp2,Content/03823/image/2623.jp2,6407748 Bytes,6407748
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 50: Conference material, 1933-1949 and undated: Scan 33",folder,03823_0050_0033.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,2612,3592.jp2,Content/03823/image/3592.jp2,5129581 Bytes,5129581
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 53: Membership and other lists, 1938-1949 and undated: Scan 40",folder,03823_0053_0040.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,2613,3360.jp2,Content/03823/image/3360.jp2,5668588 Bytes,5668588
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 55: Membership and other lists, 1938-1949 and undated: Scan 61",folder,03823_0055_0061.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,2614,3153.jp2,Content/03823/image/3153.jp2,1011728 Bytes,1011728
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 61: Minutes, 1936-1949: Scan 3",folder,03823_0061_0003.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,2615,3574.jp2,Content/03823/image/3574.jp2,6462274 Bytes,6462274
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 53: Membership and other lists, 1938-1949 and undated: Scan 59",folder,03823_0053_0059.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,2616,3178.jp2,Content/03823/image/3178.jp2,4861893 Bytes,4861893
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 62: Minutes, 1936-1949: Scan 32",folder,03823_0062_0032.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,2617,3003.jp2,Content/03823/image/3003.jp2,5431661 Bytes,5431661
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 62: Minutes, 1936-1949: Scan 42",folder,03823_0062_0042.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,2618,3447.jp2,Content/03823/image/3447.jp2,6293283 Bytes,6293283
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 58: Membership and other lists, 1938-1949 and undated: Scan 42",folder,03823_0058_0042.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,2619,3040.jp2,Content/03823/image/3040.jp2,7547617 Bytes,7547617
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 57: Membership and other lists, 1938-1949 and undated: Scan 22",folder,03823_0057_0022.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,2620,3150.jp2,Content/03823/image/3150.jp2,993368 Bytes,993368
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 51: Constitutions, by-laws, and resolutions, 1922-1948 and undated: Scan 26",folder,03823_0051_0026.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,2621,3158.jp2,Content/03823/image/3158.jp2,5764450 Bytes,5764450
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 60: Membership and other lists, 1938-1949 and undated: Scan 2",folder,03823_0060_0002.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,2622,3343.jp2,Content/03823/image/3343.jp2,7035855 Bytes,7035855
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 58: Membership and other lists, 1938-1949 and undated: Scan 50",folder,03823_0058_0050.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,2623,2848.jp2,Content/03823/image/2848.jp2,5986064 Bytes,5986064
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 61: Minutes, 1936-1949: Scan 36",folder,03823_0061_0036.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,2624,3099.jp2,Content/03823/image/3099.jp2,6877494 Bytes,6877494
