Collection in Repository	Collection Number	Location in Collection	Object	Container Type	filename	Title	Alternative Title	Creator	Contributor	Creation Date	Date	Description	Subject (tgm)	Subject - Name	Subject - Topical	Subject - Geographic	Subject Topical Other	Coordinates	geonamesid	Digital Collection	Repository	Host	Usage Rights	Copyright Holder	Additional Display	Transcription	Caption	Notes	Title Note	Contributor Note	Sponsor	Related Resource	Author Chief Source	Publisher	Place of Publication	Cataloging Agency	Is Part Of	Has Part Of	Form	Resource Type	Medium	Condition	Language	Physical Description of Analog Original	Creator Nationality/Culture	Style/Period	Volume/Issue	Scale	Projection	Map Type	Map Details	Current Location	path	Local Identifier	Creator Identifier	Date created	Date modified	Object number	Object file name
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 65: Printed material: CIC, 1926-1942 and undated: Scan 90	folder	03823_0065_0090.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	3637	4419.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 71: Miscellaneous printed material: Scan 146	folder	03823_0071_0146.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	3638	4353.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 67: Miscellaneous printed material: Scan 113	folder	03823_0067_0113.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	3639	4581.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 69: Miscellaneous printed material: Scan 43	folder	03823_0069_0043.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	3640	3708.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 66: Printed material: Southern Regional Council, 1945-1946 and undated: Scan 39	folder	03823_0066_0039.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	3641	4512.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 66: Printed material: Southern Regional Council, 1945-1946 and undated: Scan 42	folder	03823_0066_0042.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	3642	3775.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 66: Printed material: Southern Regional Council, 1945-1946 and undated: Scan 16	folder	03823_0066_0016.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	3643	3714.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 66: Printed material: Southern Regional Council, 1945-1946 and undated: Scan 17	folder	03823_0066_0017.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	3644	4326.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 64: Printed material: CIC, 1926-1942 and undated: Scan 98	folder	03823_0064_0098.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	3645	4597.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 70: Miscellaneous printed material: Scan 100	folder	03823_0070_0100.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	3646	4453.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 64: Printed material: CIC, 1926-1942 and undated: Scan 103	folder	03823_0064_0103.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	3647	4586.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 70: Miscellaneous printed material: Scan 73	folder	03823_0070_0073.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	3648	3900.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 71: Miscellaneous printed material: Scan 37	folder	03823_0071_0037.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	3649	4004.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 69: Miscellaneous printed material: Scan 85	folder	03823_0069_0085.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	3650	3646.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 67: Miscellaneous printed material: Scan 51	folder	03823_0067_0051.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	3651	4023.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 66: Printed material: Southern Regional Council, 1945-1946 and undated: Scan 43	folder	03823_0066_0043.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	3652	3804.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 65: Printed material: CIC, 1926-1942 and undated: Scan 59	folder	03823_0065_0059.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	3653	4101.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 71: Miscellaneous printed material: Scan 46	folder	03823_0071_0046.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	3654	3889.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 70: Miscellaneous printed material: Scan 69	folder	03823_0070_0069.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	3655	4522.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 65: Printed material: CIC, 1926-1942 and undated: Scan 63	folder	03823_0065_0063.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	3656	4198.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 68: Miscellaneous printed material: Scan 14	folder	03823_0068_0014.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	3657	3970.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 64: Printed material: CIC, 1926-1942 and undated: Scan 20	folder	03823_0064_0020.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	3658	4032.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 69: Miscellaneous printed material: Scan 37	folder	03823_0069_0037.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	3659	4289.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 67: Miscellaneous printed material: Scan 72	folder	03823_0067_0072.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	3660	4231.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 66: Printed material: Southern Regional Council, 1945-1946 and undated: Scan 34	folder	03823_0066_0034.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	3661	4012.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 63: Printed material: NCCIC, 1938-1949 and undated: Scan 88	folder	03823_0063_0088.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	3662	3740.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 71: Miscellaneous printed material: Scan 165	folder	03823_0071_0165.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	3663	4526.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 64: Printed material: CIC, 1926-1942 and undated: Scan 2	folder	03823_0064_0002.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	3664	4287.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 64: Printed material: CIC, 1926-1942 and undated: Scan 106	folder	03823_0064_0106.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	3665	4094.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 71: Miscellaneous printed material: Scan 138	folder	03823_0071_0138.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	3666	4350.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 71: Miscellaneous printed material: Scan 132	folder	03823_0071_0132.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	3667	3911.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 67: Miscellaneous printed material: Scan 128	folder	03823_0067_0128.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	3668	4262.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 65: Printed material: CIC, 1926-1942 and undated: Scan 84	folder	03823_0065_0084.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	3669	3756.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 71: Miscellaneous printed material: Scan 74	folder	03823_0071_0074.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	3670	4199.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 66: Printed material: Southern Regional Council, 1945-1946 and undated: Scan 51	folder	03823_0066_0051.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	3671	4090.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 72: Miscellaneous printed material: Scan 59	folder	03823_0072_0059.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	3672	4169.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 65: Printed material: CIC, 1926-1942 and undated: Scan 73	folder	03823_0065_0073.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	3673	4203.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 67: Miscellaneous printed material: Scan 7	folder	03823_0067_0007.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	3674	3953.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 71: Miscellaneous printed material: Scan 88	folder	03823_0071_0088.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	3675	3922.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 65: Printed material: CIC, 1926-1942 and undated: Scan 106	folder	03823_0065_0106.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	3676	4449.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 69: Miscellaneous printed material: Scan 3	folder	03823_0069_0003.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	3677	4237.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 70: Miscellaneous printed material: Scan 90	folder	03823_0070_0090.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	3678	4113.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 67: Miscellaneous printed material: Scan 85	folder	03823_0067_0085.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	3679	3849.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 64: Printed material: CIC, 1926-1942 and undated: Scan 13	folder	03823_0064_0013.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	3680	3731.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 67: Miscellaneous printed material: Scan 91	folder	03823_0067_0091.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	3681	4117.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 65: Printed material: CIC, 1926-1942 and undated: Scan 19	folder	03823_0065_0019.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	3682	4541.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 69: Miscellaneous printed material: Scan 53	folder	03823_0069_0053.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	3683	3878.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 67: Miscellaneous printed material: Scan 25	folder	03823_0067_0025.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	3684	4362.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 71: Miscellaneous printed material: Scan 147	folder	03823_0071_0147.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	3685	4045.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 71: Miscellaneous printed material: Scan 20	folder	03823_0071_0020.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	3686	3638.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 69: Miscellaneous printed material: Scan 84	folder	03823_0069_0084.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	3687	3692.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 70: Miscellaneous printed material: Scan 75	folder	03823_0070_0075.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	3688	4145.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 64: Printed material: CIC, 1926-1942 and undated: Scan 118	folder	03823_0064_0118.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	3689	4064.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 63: Printed material: NCCIC, 1938-1949 and undated: Scan 87	folder	03823_0063_0087.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	3690	4118.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 69: Miscellaneous printed material: Scan 81	folder	03823_0069_0081.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	3691	4538.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 72: Miscellaneous printed material: Scan 34	folder	03823_0072_0034.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	3692	3766.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 72: Miscellaneous printed material: Scan 7	folder	03823_0072_0007.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	3693	4418.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 67: Miscellaneous printed material: Scan 9	folder	03823_0067_0009.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	3694	4156.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 71: Miscellaneous printed material: Scan 116	folder	03823_0071_0116.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	3695	3880.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 69: Miscellaneous printed material: Scan 73	folder	03823_0069_0073.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	3696	4134.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 67: Miscellaneous printed material: Scan 44	folder	03823_0067_0044.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	3697	4238.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 69: Miscellaneous printed material: Scan 67	folder	03823_0069_0067.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	3698	3840.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 64: Printed material: CIC, 1926-1942 and undated: Scan 36	folder	03823_0064_0036.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	3699	4444.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 70: Miscellaneous printed material: Scan 63	folder	03823_0070_0063.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	3700	4125.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 71: Miscellaneous printed material: Scan 63	folder	03823_0071_0063.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	3701	4305.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 64: Printed material: CIC, 1926-1942 and undated: Scan 99	folder	03823_0064_0099.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	3702	4226.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 67: Miscellaneous printed material: Scan 76	folder	03823_0067_0076.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	3703	4469.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 65: Printed material: CIC, 1926-1942 and undated: Scan 130	folder	03823_0065_0130.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	3704	3926.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 71: Miscellaneous printed material: Scan 68	folder	03823_0071_0068.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	3705	4484.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 65: Printed material: CIC, 1926-1942 and undated: Scan 120	folder	03823_0065_0120.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	3706	4507.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 67: Miscellaneous printed material: Scan 110	folder	03823_0067_0110.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	3707	3606.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 65: Printed material: CIC, 1926-1942 and undated: Scan 137	folder	03823_0065_0137.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	3708	4411.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 65: Printed material: CIC, 1926-1942 and undated: Scan 55	folder	03823_0065_0055.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	3709	3982.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 67: Miscellaneous printed material: Scan 36	folder	03823_0067_0036.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	3710	4056.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 67: Miscellaneous printed material: Scan 23	folder	03823_0067_0023.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	3711	3993.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 63: Printed material: NCCIC, 1938-1949 and undated: Scan 86	folder	03823_0063_0086.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	3712	4433.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 72: Miscellaneous printed material: Scan 87	folder	03823_0072_0087.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	3713	4521.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 71: Miscellaneous printed material: Scan 38	folder	03823_0071_0038.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	3714	4352.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 71: Miscellaneous printed material: Scan 110	folder	03823_0071_0110.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	3715	4042.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 69: Miscellaneous printed material: Scan 9	folder	03823_0069_0009.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	3716	3842.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 72: Miscellaneous printed material: Scan 40	folder	03823_0072_0040.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	3717	3950.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 72: Miscellaneous printed material: Scan 73	folder	03823_0072_0073.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	3718	4014.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 71: Miscellaneous printed material: Scan 153	folder	03823_0071_0153.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	3719	3954.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 71: Miscellaneous printed material: Scan 128	folder	03823_0071_0128.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	3720	4517.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 67: Miscellaneous printed material: Scan 73	folder	03823_0067_0073.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	3721	3707.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 70: Miscellaneous printed material: Scan 31	folder	03823_0070_0031.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	3722	4103.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 65: Printed material: CIC, 1926-1942 and undated: Scan 143	folder	03823_0065_0143.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	3723	3674.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 71: Miscellaneous printed material: Scan 35	folder	03823_0071_0035.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	3724	3695.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 71: Miscellaneous printed material: Scan 92	folder	03823_0071_0092.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	3725	3876.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 65: Printed material: CIC, 1926-1942 and undated: Scan 163	folder	03823_0065_0163.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	3726	3748.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 65: Printed material: CIC, 1926-1942 and undated: Scan 80	folder	03823_0065_0080.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	3727	4356.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 71: Miscellaneous printed material: Scan 42	folder	03823_0071_0042.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	3728	4180.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 71: Miscellaneous printed material: Scan 59	folder	03823_0071_0059.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	3729	3964.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 64: Printed material: CIC, 1926-1942 and undated: Scan 12	folder	03823_0064_0012.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	3730	4304.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 65: Printed material: CIC, 1926-1942 and undated: Scan 53	folder	03823_0065_0053.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	3731	3812.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 69: Miscellaneous printed material: Scan 71	folder	03823_0069_0071.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	3732	3602.jp2
